dim1,dim1,Cluster Rank,Break Rank,NoOfNNRequiredNNForClusterBreak,Noise Rank,NoOfNNRequiredForNoiseBreak,AbsoluteClusterRank,AbsoluteNoiseRank,AbsoluteRank,AbsoluteRankNormalised,ClusterNO,ClusterSize,NoOfNearestNeighbour,NoOfNoisePointsUsedToCalculateNoiseRank
164.585999,286.822998,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,29,2676,2,0
131.626999,166.382004,0.2,0.0,0,0.4,0,0.0,0.0,0.0,0.0,2,1025,4,0
377.093994,66.892998,0.0,0.0,0,2.0,0,0.0,2.0,0.0,0.0,12,7,3,1
386.608002,289.194,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,29,2676,7,0
531.517029,393.152008,0.0,0.0,0,0.2857142857142857,0,0.0,0.0,0.0,0.0,43,2167,5,0
181.292999,148.632996,0.0,0.0,0,1.126984126984127,8,0.0,0.12522045855379188,0.0,0.0,2,1025,8,1
496.5,219.106995,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,16,579,4,0
596.487,299.589996,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,43,2167,4,0
545.252991,396.721985,0.0,0.0,0,0.5833333333333333,0,0.0,0.0,0.0,0.0,43,2167,8,0
388.901001,386.545013,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,29,2676,3,0
589.398987,453.752991,0.0,0.0,0,0.3333333333333333,5,0.0,0.05555555555555555,0.0,0.0,43,2167,7,1
310.587006,434.139008,0.0,0.0,0,0.9,4,0.0,0.18,0.0,0.0,29,2676,4,1
228.186005,404.265991,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,29,2676,3,0
506.63501,61.938,0.0,0.0,0,1.3722943722943723,5,0.0,0.22871572871572873,0.0,0.0,27,612,7,1
90.807999,151.570999,0.16666666666666666,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2,1025,4,0
506.355988,340.463989,0.0,0.0,0,2.8666666666666667,2,0.0,0.9555555555555556,0.0,0.0,43,2167,8,1
253.466995,414.664001,0.0,0.0,0,1.0714285714285714,6,0.0,0.45918367346938777,0.0,0.0,29,2676,9,3
572.642029,309.684998,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,43,2167,10,0
456.951996,309.30899,1.45,163.21764610482532,2,2.0,2,78.88852895066556,0.6666666666666666,52.59235263377704,0.019653345528317278,29,2676,6,1
656.77301,117.589996,0.7039682539682539,139.2336166304675,4,0.5,3,19.60320919860709,0.125,2.450401149825886,0.0011307804106256974,43,2167,6,1
536.731018,342.661987,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,43,2167,7,0
563.982971,190.306,0.5,287.8888674471453,1,0.0,0,71.97221686178632,0.0,0.0,0.0,16,579,7,0
320.544006,334.019012,0.0,0.0,0,0.7357142857142858,6,0.0,0.10510204081632654,0.0,0.0,8,276,7,1
129.748001,415.173004,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,29,2676,7,0
564.97699,405.80899,0.0,0.0,0,1.5333333333333332,4,0.0,0.30666666666666664,0.0,0.0,43,2167,5,1
626.16803,325.358002,1.25,36.49657518178932,3,0.0,0,11.405179744309162,0.0,0.0,0.0,33,230,6,0
170.098007,278.631989,0.0,0.0,0,1.702380952380952,5,0.0,0.28373015873015867,0.0,0.0,29,2676,9,1
243.063004,441.615997,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,40,4,3,0
441.855988,166.511993,0.0,0.0,0,0.6666666666666666,0,0.0,0.0,0.0,0.0,27,612,8,0
641.458008,402.427002,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,43,2167,8,0
165.677002,258.368011,0.0,0.0,0,0.654040404040404,8,0.0,0.07267115600448933,0.0,0.0,29,2676,8,1
615.776001,123.528999,0.14285714285714285,0.0,0,1.6857142857142855,6,0.0,0.24081632653061222,0.0,0.0,43,2167,6,1
47.348,173.026993,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2,1025,3,0
286.177002,342.243988,0.0,0.0,0,0.5,0,0.0,0.0,0.0,0.0,46,10,2,0
42.349998,154.636002,2.0,282.81619472724685,0,0.0,0,565.6323894544937,0.0,0.0,0.0,2,1025,4,0
163.807999,359.445007,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,20,342,8,0
148.070007,264.644989,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,29,2676,9,0
473.192993,318.136993,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,29,2676,2,0
110.273003,148.951004,0.7416666666666667,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2,1025,6,0
154.587997,342.123993,0.0,0.0,0,0.2222222222222222,0,0.0,0.0,0.0,0.0,20,342,9,0
188.031006,106.501999,0.0,0.0,0,2.0,1,0.0,1.0,0.0,0.0,24,936,3,1
626.596985,408.743011,0.0,0.0,0,0.4,0,0.0,0.0,0.0,0.0,43,2167,5,0
145.341003,168.382004,0.2111111111111111,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2,1025,7,0
617.981018,186.985001,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,43,2167,11,0
223.218002,98.852997,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,24,936,6,0
646.952026,121.884003,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,43,2167,9,0
613.054993,198.557007,0.0,0.0,0,0.4722222222222222,0,0.0,0.0,0.0,0.0,43,2167,9,0
217.100006,353.244995,0.0,0.0,0,4.0,0,0.0,8.0,0.0,0.0,41,12,3,2
476.220001,155.419998,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,27,612,10,0
21.128,311.597992,0.0,0.0,0,2.810064935064935,5,0.0,0.9366883116883117,0.0,0.0,29,2676,9,2
75.241997,182.811005,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2,1025,4,0
353.394989,417.424011,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,29,2676,2,0
129.201004,68.598,0.3333333333333333,0.0,0,0.3333333333333333,5,0.0,0.05555555555555555,0.0,0.0,6,17,6,1
170.356995,371.300995,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,20,342,5,0
320.928009,424.826996,0.29292929292929293,0.0,0,0.36363636363636365,0,0.0,0.0,0.0,0.0,29,2676,8,0
516.401978,86.344002,0.0,0.0,0,1.519047619047619,5,0.0,0.25317460317460316,0.0,0.0,27,612,8,1
359.776001,423.584015,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,44,6,2,0
638.393982,86.559998,0.1111111111111111,0.0,0,0.0,0,0.0,0.0,0.0,0.0,43,2167,7,0
150.483002,75.369003,0.0,0.0,0,0.2,0,0.0,0.0,0.0,0.0,24,936,9,0
600.05603,427.462006,0.0,0.0,0,0.5,3,0.0,0.125,0.0,0.0,43,2167,5,1
547.299988,454.506012,0.0,0.0,0,0.5,0,0.0,0.0,0.0,0.0,43,2167,5,0
135.699997,272.295013,0.0,0.0,0,0.3333333333333333,0,0.0,0.0,0.0,0.0,29,2676,7,0
369.291992,363.919006,0.0,0.0,0,2.333333333333333,2,0.0,0.7777777777777777,0.0,0.0,8,276,5,1
127.582001,87.001999,0.0,0.0,0,0.6666666666666666,5,0.0,0.1111111111111111,0.0,0.0,24,936,10,1
558.185974,327.880005,0.0,0.0,0,0.6538461538461539,7,0.0,0.08173076923076923,0.0,0.0,43,2167,12,1
297.020996,261.791992,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,29,2676,9,0
160.970993,335.471008,0.0,0.0,0,0.25,0,0.0,0.0,0.0,0.0,20,342,7,0
228.677002,408.656006,0.0,0.0,0,0.9079365079365079,4,0.0,0.18158730158730158,0.0,0.0,29,2676,8,1
303.339996,79.885002,0.0,0.0,0,0.3333333333333333,0,0.0,0.0,0.0,0.0,24,936,8,0
199.936996,144.559998,0.39285714285714285,0.0,0,0.3333333333333333,5,0.0,0.05555555555555555,0.0,0.0,2,1025,11,1
126.147003,426.477997,0.45,0.0,0,2.0,5,0.0,1.0,0.0,0.0,29,2676,8,3
536.09198,243.266998,0.0,0.0,0,0.9523809523809523,6,0.0,0.13605442176870747,0.0,0.0,16,579,7,1
211.455994,169.444,0.375,0.0,0,3.019047619047619,4,0.0,1.2076190476190476,0.0,0.0,2,1025,7,2
628.419006,173.817001,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,43,2167,5,0
555.273987,280.162994,0.29166666666666663,0.0,0,0.75,7,0.0,0.09375,0.0,0.0,43,2167,7,1
284.822998,433.441986,0.16666666666666666,0.0,0,0.0,0,0.0,0.0,0.0,0.0,29,2676,4,0
205.843994,156.134995,0.0,0.0,0,0.25,0,0.0,0.0,0.0,0.0,2,1025,6,0
252.940002,342.634003,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,48,4,2,0
289.777008,85.092003,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,24,936,8,0
161.942001,107.855003,0.0,0.0,0,0.5,0,0.0,0.0,0.0,0.0,24,936,7,0
678.869995,439.984985,0.3333333333333333,0.0,0,0.0,0,0.0,0.0,0.0,0.0,43,2167,2,0
668.520996,441.214996,0.1111111111111111,0.0,0,0.6190476190476191,0,0.0,0.0,0.0,0.0,43,2167,7,0
473.494995,40.794998,0.16666666666666666,0.0,0,4.133333333333333,3,0.0,3.0999999999999996,0.0,0.0,27,612,6,3
136.164993,234.908997,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,31,4,3,0
331.536987,277.278992,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,29,2676,4,0
227.753998,161.722,0.0,0.0,0,0.9523809523809523,2,0.0,0.31746031746031744,0.0,0.0,2,1025,6,1
29.653999,94.833,0.8289682539682539,117.15374513859982,7,0.2222222222222222,0,12.139591944173363,0.0,0.0,0.0,24,936,11,0
59.145,134.664993,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2,1025,1,0
567.411011,281.058014,0.5666666666666667,122.84950142348971,5,0.0,0,11.602452912218473,0.0,0.0,0.0,43,2167,6,0
345.661011,333.121002,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,8,276,5,0
410.20401,399.162994,0.0,0.0,0,0.8333333333333333,0,0.0,0.0,0.0,0.0,29,2676,9,0
427.972992,313.82901,0.5428571428571429,0.0,0,0.4,0,0.0,0.0,0.0,0.0,29,2676,6,0
544.440979,446.593994,0.0,0.0,0,0.2857142857142857,0,0.0,0.0,0.0,0.0,43,2167,8,0
199.862,417.181,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,29,2676,8,0
314.30899,322.428986,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,8,276,5,0
50.758999,82.452003,0.8928571428571427,287.515216988597,3,0.0,0,64.17750379209753,0.0,0.0,0.0,24,936,6,0
584.98999,401.860992,0.0,0.0,0,0.25,0,0.0,0.0,0.0,0.0,43,2167,9,0
435.265991,158.348999,0.0,0.0,0,1.6,3,0.0,1.2000000000000002,0.0,0.0,27,612,5,3
43.442001,345.700989,0.0,0.0,0,5.25,0,0.0,10.5,0.0,0.0,29,2676,4,2
105.735001,266.322998,0.0,0.0,0,0.5,0,0.0,0.0,0.0,0.0,29,2676,9,0
167.479004,175.306,0.0,0.0,0,1.3523809523809525,4,0.0,0.2704761904761905,0.0,0.0,2,1025,7,1
154.638,357.752991,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,20,342,7,0
390.036987,278.677002,0.0,0.0,0,0.18181818181818182,0,0.0,0.0,0.0,0.0,29,2676,9,0
590.210022,288.769012,0.0,0.0,0,0.14285714285714285,0,0.0,0.0,0.0,0.0,43,2167,12,0
639.905029,111.399002,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,43,2167,7,0
561.278015,295.947998,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,43,2167,10,0
318.694,369.30899,0.125,0.0,0,3.857142857142857,2,0.0,2.5714285714285716,0.0,0.0,7,31,9,2
242.164993,274.343994,0.25396825396825395,0.0,0,0.5833333333333333,0,0.0,0.0,0.0,0.0,29,2676,9,0
644.638,102.209999,0.29166666666666663,0.0,0,1.5,0,0.0,0.0,0.0,0.0,43,2167,5,0
102.455002,162.998001,0.0,0.0,0,2.06971916971917,6,0.0,0.2956741671027386,0.0,0.0,2,1025,13,1
419.838989,290.972992,0.0,0.0,0,0.25,0,0.0,0.0,0.0,0.0,29,2676,7,0
539.109009,215.755005,0.6261904761904762,287.08012818723626,4,0.0,0,35.95336843487768,0.0,0.0,0.0,16,579,8,0
188.621994,417.372986,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,29,2676,10,0
375.708008,399.623993,0.0,0.0,0,0.375,7,0.0,0.09375,0.0,0.0,29,2676,7,2
361.789001,349.989014,2.333333333333333,311.48033645801786,3,0.5,3,181.69686293384373,0.125,22.712107866730467,0.08229024589395097,8,276,7,1
605.15802,394.075012,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,43,2167,4,0
30.992001,171.520996,0.125,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2,1025,8,0
221.783005,106.579002,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,24,936,2,0
205.268997,138.574005,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2,1025,6,0
185.667999,335.604004,0.25,0.0,0,0.25,0,0.0,0.0,0.0,0.0,20,342,9,0
424.294006,97.509003,0.0,0.0,0,4.0,0,0.0,4.0,0.0,0.0,27,612,5,1
523.036011,399.070007,0.1,0.0,0,0.0,0,0.0,0.0,0.0,0.0,43,2167,7,0
631.953003,90.276001,0.998015873015873,346.4707779885628,5,0.0,0,57.63055599479071,0.0,0.0,0.0,43,2167,10,0
177.535004,415.957001,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,29,2676,6,0
334.993011,339.56601,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,8,276,7,0
513.419983,414.022003,0.1111111111111111,0.0,0,0.0,0,0.0,0.0,0.0,0.0,43,2167,6,0
201.416,163.787994,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2,1025,4,0
645.271973,89.614998,0.0,0.0,0,2.833333333333333,1,0.0,1.4166666666666665,0.0,0.0,43,2167,9,1
503.428986,236.263,0.0,0.0,0,2.8047619047619046,4,0.0,0.5609523809523809,0.0,0.0,16,579,6,1
606.664001,427.973999,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,43,2167,2,0
481.533997,161.421997,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,27,612,12,0
517.442017,406.076996,0.26666666666666666,0.0,0,0.0,0,0.0,0.0,0.0,0.0,43,2167,10,0
237.694,108.414001,0.2,80.51086883148137,4,0.9833333333333334,0,3.220434753259255,0.0,0.0,0.0,24,936,7,0
447.132996,312.509003,0.2,0.0,0,0.0,0,0.0,0.0,0.0,0.0,29,2676,4,0
522.184021,366.365997,0.0,0.0,0,5.928571428571428,0,0.0,11.857142857142856,0.0,0.0,43,2167,7,2
428.716003,279.231995,0.125,0.0,0,0.0,0,0.0,0.0,0.0,0.0,29,2676,6,0
657.953979,380.846008,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,33,230,3,0
125.621002,323.664001,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,20,342,4,0
203.886993,440.687012,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,29,2676,2,0
138.916,419.429993,0.0,0.0,0,0.8444444444444444,0,0.0,0.0,0.0,0.0,29,2676,9,0
530.117004,253.397995,0.34285714285714286,94.65727652959386,4,0.0,0,6.490784676315007,0.0,0.0,0.0,16,579,5,0
162.988007,421.220001,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,29,2676,2,0
423.479004,292.575989,0.0,0.0,0,0.25,7,0.0,0.03125,0.0,0.0,29,2676,8,1
525.344971,249.365005,2.003968253968254,108.2497113160123,1,0.0,0,108.46449248925835,0.0,0.0,0.0,16,579,8,0
445.312012,133.772995,0.0,0.0,0,1.1428571428571428,6,0.0,0.4897959183673469,0.0,0.0,27,612,8,3
652.184021,369.588989,1.5428571428571427,36.49657518178932,3,0.0,0,14.077250427261593,0.0,0.0,0.0,33,230,8,0
522.461975,396.860992,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,43,2167,6,0
560.739014,344.040009,0.0,0.0,0,1.4666666666666668,9,0.0,0.14666666666666667,0.0,0.0,43,2167,9,1
68.316002,152.404007,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2,1025,10,0
113.525002,399.234985,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,29,2676,15,0
361.20401,261.708008,0.0,0.0,0,0.6166666666666667,0,0.0,0.0,0.0,0.0,29,2676,12,0
35.911999,370.350006,0.0,0.0,0,0.9714285714285714,6,0.0,0.13877551020408163,0.0,0.0,29,2676,7,1
631.922974,124.433998,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,43,2167,2,0
426.097992,131.962997,0.0,0.0,0,0.6190476190476191,5,0.0,0.10317460317460318,0.0,0.0,27,612,6,1
29.856001,350.19101,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,29,2676,2,0
444.186005,74.773003,0.8873015873015871,301.15444542626295,8,0.0,0,29.690535272183595,0.0,0.0,0.0,27,612,14,0
517.953003,434.911011,0.14285714285714285,0.0,0,0.25,0,0.0,0.0,0.0,0.0,43,2167,11,0
330.317993,93.491997,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,24,936,5,0
89.978996,99.889999,1.7,150.91388272786568,1,0.0,0,128.27680031868582,0.0,0.0,0.0,24,936,6,0
368.832001,354.847992,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,8,276,4,0
260.459991,243.822006,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,29,2676,4,0
257.160004,281.057007,0.0,0.0,0,4.0,0,0.0,4.0,0.0,0.0,29,2676,6,1
435.975006,303.593994,0.0,0.0,0,0.5151515151515151,0,0.0,0.0,0.0,0.0,29,2676,8,0
403.571991,402.153015,0.0,0.0,0,0.5227272727272727,0,0.0,0.0,0.0,0.0,29,2676,12,0
403.13501,307.951996,0.0,0.0,0,1.0,1,0.0,0.5,0.0,0.0,29,2676,3,1
324.640015,316.003998,0.29166666666666663,55.641710972974224,7,0.6,0,2.028604045889685,0.0,0.0,0.0,8,276,7,0
526.518982,373.040009,0.0,0.0,0,0.7722222222222221,0,0.0,0.0,0.0,0.0,43,2167,12,0
613.237976,177.156998,0.0,0.0,0,1.2857142857142856,1,0.0,0.6428571428571428,0.0,0.0,43,2167,3,1
349.595001,361.018005,0.0,0.0,0,3.916666666666667,1,0.0,1.9583333333333335,0.0,0.0,8,276,7,1
368.64801,321.57901,0.0,0.0,0,1.3714285714285714,4,0.0,0.8228571428571427,0.0,0.0,8,276,6,3
466.888,218.477997,0.0,0.0,0,2.0666666666666664,4,0.0,0.4133333333333333,0.0,0.0,16,579,4,1
209.759003,90.274002,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,24,936,8,0
194.893997,145.770996,0.0,0.0,0,1.6746031746031742,3,0.0,0.41865079365079355,0.0,0.0,2,1025,7,1
544.416992,304.859985,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,43,2167,5,0
606.672974,393.790009,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,43,2167,4,0
336.544006,378.734009,1.6666666666666665,43.474130238568314,0,0.0,0,72.45688373094718,0.0,0.0,0.0,8,276,5,0
598.466003,375.536987,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1,6,2,0
40.381001,148.067993,1.1500000000000001,283.8696884135395,3,0.0,0,81.61253541889262,0.0,0.0,0.0,2,1025,6,0
623.314026,416.785004,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,43,2167,9,0
309.382996,352.445007,0.0,0.0,0,2.5227272727272725,1,0.0,1.2613636363636362,0.0,0.0,8,276,6,1
79.310997,284.882996,0.0,0.0,0,3.1666666666666665,2,0.0,1.0555555555555556,0.0,0.0,29,2676,5,1
151.524994,100.473,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,24,936,3,0
576.856995,319.355988,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,43,2167,4,0
220.875,78.129997,0.0,0.0,0,2.0,0,0.0,2.0,0.0,0.0,24,936,4,1
119.988998,91.217003,0.0,0.0,0,0.4,0,0.0,0.0,0.0,0.0,24,936,8,0
315.947998,355.893005,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,8,276,5,0
346.309998,345.015015,0.16666666666666666,0.0,0,0.25,0,0.0,0.0,0.0,0.0,8,276,6,0
426.153015,292.544006,0.0,0.0,0,0.25,0,0.0,0.0,0.0,0.0,29,2676,7,0
440.257996,101.383003,0.7023809523809523,301.6454872859861,6,0.0,0,30.2671492344782,0.0,0.0,0.0,27,612,10,0
247.341995,162.660995,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2,1025,6,0
659.093018,306.937012,0.6166666666666667,39.331920878594275,3,0.75,0,6.063671135449951,0.0,0.0,0.0,33,230,8,0
324.884003,170.819,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2,1025,9,0
66.556,173.718994,0.125,0.0,0,0.5,0,0.0,0.0,0.0,0.0,2,1025,7,0
210.753006,253.785995,0.6678571428571429,163.12571838922273,6,1.25,0,15.563525172849312,0.0,0.0,0.0,29,2676,6,0
637.757996,346.757996,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,33,230,7,0
603.078979,404.593994,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,43,2167,5,0
74.904999,410.269012,0.0,0.0,0,0.5,0,0.0,0.0,0.0,0.0,29,2676,2,0
229.238007,179.164993,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2,1025,3,0
512.989014,248.854996,0.0,0.0,0,1.2023809523809523,8,0.0,0.40079365079365076,0.0,0.0,16,579,9,3
183.524994,168.171005,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,2,1025,9,0
528.343994,223.132996,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,16,579,5,0
571.421021,153.628006,0.14285714285714285,67.29041536504289,6,1.5277777777777777,0,1.373273782960059,0.0,0.0,0.0,16,579,10,0
322.877991,181.177002,0.0,0.0,0,0.6857142857142857,6,0.0,0.09795918367346938,0.0,0.0,2,1025,8,1
208.623993,105.845001,0.0,0.0,0,0.3333333333333333,0,0.0,0.0,0.0,0.0,24,936,5,0
257.717987,412.964996,0.0,0.0,0,1.4714285714285715,7,0.0,0.18392857142857144,0.0,0.0,29,2676,8,1
191.507996,423.796997,0.0,0.0,0,0.6,0,0.0,0.0,0.0,0.0,29,2676,5,0
544.46698,205.031006,0.0,0.0,0,1.3187229437229437,0,0.0,0.0,0.0,0.0,16,579,9,0
183.649002,69.685997,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,50,6,2,0
269.04599,415.209015,0.0,0.0,0,1.1666666666666665,3,0.0,0.29166666666666663,0.0,0.0,29,2676,4,1
657.117004,452.665009,0.7,103.89898940798221,4,0.0,0,14.545858517117509,0.0,0.0,0.0,43,2167,4,0
341.696014,375.322998,0.3333333333333333,48.92851929090027,2,2.0,0,5.436502143433363,2.0,10.873004286866726,0.0393949430683577,8,276,3,1
113.268997,397.28299,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,29,2676,14,0
632.650024,178.970993,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,43,2167,3,0
